chr10	58231797	58233454	.	1000	.	7.14398	309.01935	303.93362	421
chr7	90475872	90476629	.	1000	.	17.37894	305.52084	300.44131	298
chr3	5575752	5576733	.	1000	.	15.15447	303.18137	298.10590	582
chr8	41373982	41375327	.	1000	.	16.70685	302.71591	297.64105	757
chr17	25919679	25920662	.	1000	.	10.64817	301.27066	296.19836	418
chr15	44618703	44619865	.	1000	.	14.27935	301.12201	296.05008	370
chr8	4165878	4166628	.	1000	.	10.41107	298.91568	293.84763	319
chr17	20944854	20945877	.	1000	.	12.57949	298.64267	293.57516	501
chr16	58408032	58409191	.	1000	.	14.14597	298.08548	293.01886	364
chr12	91848748	91849513	.	1000	.	14.03969	295.36520	290.30292	567
chr16	42874898	42876456	.	1000	.	11.07573	291.80566	286.74924	900
chr14	54517144	54517816	.	1000	.	14.04520	290.96252	285.90741	456
chr10	58231797	58233454	.	1000	.	6.72153	287.13849	282.08978	988
chr3	33799527	33800552	.	1000	.	14.88273	285.67545	280.62961	544
chr10	100486885	100487902	.	1000	.	15.01226	285.46317	280.41779	566
chr19	14597959	14598838	.	1000	.	11.90553	282.39899	277.35910	235
chr11	11844285	11845001	.	1000	.	11.09712	281.74429	276.70581	256
chr4	48278698	48280237	.	1000	.	13.41752	280.76007	275.72354	1042
chr2	94157641	94158411	.	1000	.	13.36803	279.45334	274.41910	411
chr1	151754919	151756064	.	1000	.	13.40904	279.20895	274.17523	325
chr11	3141313	3143549	.	1000	.	4.31379	279.14676	274.11313	1305
chr5	124046817	124047429	.	1000	.	11.16783	278.27017	273.23816	324
chr12	40222198	40223622	.	1000	.	11.79958	277.53104	272.50061	1154
chr4	101647103	101647904	.	1000	.	10.54503	274.85883	269.83328	362
chr13	54190112	54190217	.	1000	.	12.17244	274.43213	269.40768	53
chr18	36559441	36560884	.	1000	.	11.98634	273.31668	268.29462	925
chr16	42874898	42876456	.	1000	.	10.60526	272.04688	267.02728	748
chr7	68748803	68749718	.	1000	.	11.81232	270.95755	265.94003	666
chr12	71830641	71832106	.	1000	.	12.96626	270.39291	265.37659	341
chr1	175692054	175693321	.	1000	.	11.30049	269.75668	264.74170	740
chr7	7277646	7278512	.	1000	.	16.72877	269.49597	264.48141	630
chr16	42874898	42876456	.	1000	.	10.53743	269.06415	264.05054	634
chr15	44427387	44428523	.	1000	.	13.03957	268.40424	263.39197	622
chr13	75706984	75707826	.	1000	.	11.86258	268.25775	263.24579	457
chr17	64331320	64332451	.	1000	.	12.31047	266.56607	261.55746	754
chr1	52844716	52845336	.	1000	.	14.01688	266.10098	261.09308	133
chr10	11149126	11150067	.	1000	.	15.22587	265.86758	260.86026	285
chr6	95117506	95118437	.	1000	.	13.85751	265.16324	260.15726	350
chr11	23255354	23256401	.	1000	.	11.15499	264.37289	259.36868	315
chr6	122308450	122309072	.	1000	.	10.63165	264.23444	259.23065	419
chr1	7088420	7089465	.	1000	.	14.25297	264.05225	259.04886	445
chr3	90433392	90433986	.	1000	.	13.17110	263.47003	258.46796	315
chr12	44209477	44210649	.	1000	.	13.71054	262.12820	257.12863	655
chr6	13676988	13678493	.	1000	.	13.52048	261.55078	256.55280	1012
chr7	41632687	41633969	.	1000	.	13.44515	261.45938	256.46158	333
chr9	36767246	36768328	.	1000	.	14.21008	261.36926	256.37161	546
chr8	69716400	69717475	.	1000	.	11.89813	261.27615	256.27878	706
chr15	43476944	43477748	.	1000	.	16.36283	260.79663	255.80023	179
chr11	23255354	23256401	.	1000	.	11.03870	260.73569	255.73944	497
chr9	25251616	25253296	.	1000	.	13.86951	259.37573	254.38287	885
chr2	22589160	22590219	.	1000	.	2.33109	259.35889	254.36607	837
chr3	14611005	14611763	.	1000	.	15.85847	258.16003	253.17030	374
chr14	67715342	67716362	.	1000	.	9.86568	257.97699	252.98772	568
chr1	92179961	92181081	.	1000	.	10.95219	257.54019	252.55211	551
chr3	40893732	40894702	.	1000	.	14.33987	256.65109	251.66507	438
chr1	23255874	23256502	.	863	.	13.12539	256.49655	251.51099	219
chr16	52452657	52453668	.	1000	.	11.59478	254.60977	249.62907	509
chr2	140066262	140067199	.	1000	.	15.62001	254.53494	249.55458	520
chr15	44427387	44428523	.	1000	.	12.57642	253.79344	248.81459	508
chr4	151861552	151862806	.	1000	.	10.11193	253.52092	248.54283	323
chr8	4165878	4166628	.	1000	.	9.39084	253.24951	248.27220	566
chr2	53190734	53192595	.	1000	.	12.21147	252.91963	247.94305	578
chr4	118179435	118180314	.	1000	.	12.82980	252.47708	247.50163	616
chr3	32736662	32737619	.	1000	.	12.13893	252.03645	247.06218	231
chr7	92669258	92670547	.	1000	.	12.29502	250.47574	245.50616	966
chr13	6547490	6548654	.	1000	.	13.09234	249.68381	244.71597	617
chr17	56325516	56326156	.	1000	.	9.71486	248.81741	243.85167	248
chr5	21424620	21425532	.	1000	.	14.78276	248.68529	243.71996	233
chr16	3847017	3847539	.	1000	.	13.33536	248.67926	243.71394	163
chr4	101647103	101647904	.	1000	.	9.95362	248.52600	243.56091	185
chr11	46675872	46675975	.	1000	.	15.84005	248.48700	243.52211	50
chr8	76901898	76902629	.	1000	.	10.29045	248.30113	243.33716	216
chr3	19187737	19188672	.	1000	.	12.81550	248.06978	243.10628	447
chr14	118937503	118938442	.	1000	.	11.75669	247.97873	243.01547	346
chr6	67266396	67267800	.	1000	.	14.27412	247.74677	242.78401	530
chr1	165459985	165461411	.	1000	.	10.78096	247.37126	242.40941	1106
chr9	4375971	4376986	.	1000	.	14.36736	247.12411	242.16351	319
chr3	75556107	75557737	.	1000	.	11.16098	246.83690	241.87695	891
chr15	79690328	79690967	.	1000	.	9.95127	246.66524	241.70572	290
chr13	13954082	13955273	.	1000	.	11.42080	246.34480	241.38625	479
chr2	146511476	146512437	.	1000	.	13.17257	246.23941	241.28113	695
chr16	55553782	55554268	.	1000	.	15.73550	246.04211	241.08440	260
chr11	106083861	106084778	.	1000	.	11.57452	245.00319	240.04825	435
chr10	34019243	34020039	.	1000	.	13.05760	244.30087	239.34831	490
chr4	3938485	3939363	.	1000	.	12.50685	243.90651	238.95462	119
chr13	85288323	85289877	.	1000	.	14.10947	243.18800	238.23819	1117
chr1	7088420	7089465	.	1000	.	13.43009	243.13496	238.18524	573
chr11	71019141	71019968	.	1000	.	11.62630	242.98538	238.03606	316
chr14	18270505	18271503	.	1000	.	12.98640	242.11478	237.16837	653
chr3	32708223	32709372	.	1000	.	12.21948	241.99864	237.05254	357
chr10	86705240	86706196	.	1000	.	10.71517	241.97375	237.02774	470
chr1	51478143	51478881	.	1000	.	14.08906	241.50281	236.55814	376
chr3	19162597	19163432	.	1000	.	14.15079	241.33763	236.39342	573
chr1	125435114	125436059	.	1000	.	11.31491	240.35080	235.40994	580
chr4	135272207	135273209	.	1000	.	10.59014	240.20363	235.26299	745
chr7	56049814	56050401	.	1000	.	13.70734	240.05609	235.11594	312
chr17	13007442	13008497	.	1000	.	14.75170	239.99701	235.05707	424
chr14	122533969	122534729	.	1000	.	14.24554	239.97394	235.03403	233
chr8	116993175	116993914	.	1000	.	10.78682	239.78368	234.84451	430
chr10	21405702	21406559	.	1000	.	11.27046	239.77599	234.83684	595
chr3	5575752	5576733	.	1000	.	12.99322	239.33490	234.39702	465
chr11	20542508	20543707	.	1000	.	9.92694	238.38786	233.45274	567
chr12	40036930	40038419	.	1000	.	11.84264	237.56195	232.62895	545
chr13	16817452	16817881	.	897	.	15.36956	237.53053	232.59770	142
chr11	35769179	35770157	.	1000	.	12.69331	236.85341	231.92274	320
chr7	84689348	84690581	.	1000	.	13.75601	236.85065	231.92003	605
chr8	73352175	73354048	.	1000	.	11.01587	236.44547	231.51572	1486
chr7	105399575	105400751	.	1000	.	9.97463	236.08549	231.15732	781
chr7	90475872	90476629	.	1000	.	14.56791	235.33412	230.40796	194
chr12	91848748	91849513	.	1000	.	12.13530	234.84511	229.92068	425
chr6	122810640	122811593	.	1000	.	11.33931	234.73482	229.81059	258
chr7	105810427	105811442	.	1000	.	12.47415	234.47696	229.55356	779
chr14	62760061	62761865	.	1000	.	10.58241	234.40817	229.48505	1265
chr4	28176753	28177241	.	1000	.	15.21272	233.90474	228.98314	220
chr1	52844716	52845336	.	1000	.	12.86262	233.70108	228.78030	276
chr5	20881692	20882751	.	1000	.	11.44894	233.45599	228.53595	494
chr2	125247139	125248252	.	1000	.	10.97890	233.37138	228.45171	479
chr11	20542508	20543707	.	1000	.	9.79769	233.35767	228.43802	494
chr2	140394928	140396179	.	1000	.	12.27977	233.02892	228.11040	420
chr7	25267351	25268497	.	1000	.	8.16074	232.98500	228.06660	836
chr1	55052237	55053311	.	1000	.	12.56653	232.68387	227.76671	552
chr3	75956069	75957363	.	1000	.	12.61773	231.82930	226.91441	983
chr12	105032163	105032772	.	1000	.	8.93052	231.78883	226.87422	469
chr18	84850979	84851867	.	1000	.	11.98589	231.77226	226.85773	303
chr12	84772672	84773556	.	1000	.	10.79940	231.00169	226.08965	436
chr2	125247139	125248252	.	1000	.	10.88925	230.90608	225.99432	390
chr7	6362309	6363580	.	1000	.	10.26340	230.53339	225.62311	615
chr1	7397626	7398562	.	1000	.	15.05589	230.29236	225.38297	505
chr17	57031449	57032353	.	1000	.	8.00438	229.74878	224.84114	371
chr3	16182915	16183874	.	1000	.	14.96671	229.55777	224.65076	291
chr11	71019141	71019968	.	1000	.	11.22087	229.31010	224.40390	196
chr6	66534981	66535834	.	1000	.	13.94115	228.97795	224.07289	267
chr10	128695768	128696774	.	1000	.	10.97548	228.80396	223.89957	654
chr1	119836999	119837978	.	1000	.	12.85664	228.67641	223.77229	529
chr16	36874599	36875657	.	1000	.	12.96892	228.39328	223.49039	435
chr13	17694533	17695853	.	1000	.	11.83658	228.02589	223.12434	542
chr15	102405258	102406948	.	1000	.	8.55771	227.79050	222.89001	708
chr18	3006205	3006492	.	1000	.	8.37242	227.54845	222.64861	125
chr13	29985959	29986454	.	1000	.	9.51366	227.11880	222.22020	294
chr10	30842354	30843285	.	1000	.	11.86758	227.02704	222.12875	573
chr6	108828153	108828931	.	1000	.	10.40182	226.87877	221.98102	344
chr13	85288323	85289877	.	1000	.	13.46243	226.73474	221.83742	1025
chr6	56714593	56715584	.	1000	.	13.65758	226.37306	221.47737	273
chr6	86668808	86669858	.	1000	.	10.48002	226.07153	221.17688	638
chr19	31082635	31083313	.	1000	.	12.13279	225.90105	221.00688	220
chr12	69158798	69159433	.	1000	.	13.12630	225.66597	220.77269	375
chr12	21417073	21417997	.	1000	.	11.78108	225.36560	220.47383	538
chr9	20651622	20652207	.	1000	.	9.98429	225.27234	220.38078	328
chr1	38308228	38308825	.	1000	.	11.91511	224.85255	219.96274	176
chr7	19715363	19716210	.	1000	.	8.45183	224.71683	219.82751	513
chr14	119007416	119007782	.	1000	.	14.63866	224.53905	219.65036	242
chr18	31634106	31635235	.	1000	.	9.03544	224.52118	219.63254	800
chr4	45011599	45012878	.	1000	.	10.88976	224.48267	219.59412	830
chr6	48121190	48121425	.	1000	.	14.79451	224.30191	219.41406	164
chr7	68748803	68749718	.	1000	.	10.47953	224.18109	219.29398	560
chr1	131526392	131527970	.	1000	.	8.94446	224.10884	219.22206	1134
chr2	73385791	73386963	.	1000	.	11.96391	224.03801	219.15147	874
chr2	94157641	94158411	.	1000	.	11.54542	223.31725	218.43358	604
chr4	72199801	72201379	.	1000	.	9.53377	223.29973	218.41618	1323
chr8	73319629	73319767	.	1000	.	14.74223	223.10835	218.22569	68
chr8	64733154	64733965	.	1000	.	11.64011	223.07819	218.19591	520
chr4	45011599	45012878	.	1000	.	10.81978	222.94630	218.06465	956
chrY	90740986	90742207	.	1000	.	4.81671	222.79672	217.91577	1087
chr13	5860709	5861637	.	1000	.	11.21787	222.72542	217.84474	668
chr10	57486037	57487011	.	1000	.	12.95475	222.55490	217.67479	205
chr7	128461275	128462276	.	1000	.	11.65001	222.52240	217.64244	481
chr14	18270505	18271503	.	1000	.	12.32052	222.41043	217.53090	562
chr14	67715342	67716362	.	1000	.	9.00050	222.22348	217.34459	443
chr17	57031449	57032353	.	1000	.	7.84054	222.17354	217.29489	279
chr1	64690517	64691717	.	1000	.	11.54062	221.26346	216.38898	234
chr3	27153424	27154183	.	1000	.	13.09434	221.05565	216.18210	468
chr3	123507945	123509127	.	1000	.	11.75647	221.04456	216.17105	517
chr3	31094030	31095649	.	1000	.	9.94077	220.99319	216.11992	825
chr6	21949213	21950315	.	1000	.	13.01332	220.98822	216.11497	236
chr14	81779448	81780124	.	818	.	12.30896	220.90518	216.03230	207
chr1	163779329	163780117	.	1000	.	14.63767	220.72594	215.85381	306
chr15	3995418	3996275	.	1000	.	13.42025	220.52580	215.65474	500
chr19	11965116	11965946	.	1000	.	9.54501	220.51674	215.64572	440
chr10	68369142	68369775	.	1000	.	12.58843	220.30969	215.43941	319
chr13	29985959	29986454	.	1000	.	9.33482	220.18871	215.31894	182
chr8	25016386	25017728	.	1000	.	11.41557	219.81152	214.94353	765
chr16	3743465	3744468	.	1000	.	10.86109	219.62245	214.75497	585
chr3	82357774	82358427	.	1000	.	12.02924	219.30220	214.43652	229
chr19	11965116	11965946	.	1000	.	9.51990	218.95195	214.08783	569
chr17	28512356	28513250	.	713	.	7.90160	218.77255	213.90910	566
chr3	36571737	36572393	.	1000	.	13.07582	218.73051	213.86719	450
chr9	104001809	104003283	.	1000	.	8.62013	218.46202	213.59991	731
chr7	7277646	7278512	.	1000	.	14.53312	218.34970	213.48802	556
chr12	51700538	51700624	.	1000	.	14.53312	218.34970	213.48802	42
chr8	79638781	79640400	.	1000	.	12.00082	218.31393	213.45267	436
chr13	54693557	54694426	.	1000	.	8.59637	218.04124	213.18114	430
chr6	71439921	71441004	.	1000	.	10.34835	218.04007	213.17998	835
chr1	160194876	160195766	.	1000	.	12.92164	217.25261	212.39536	160
chr15	12824210	12825298	.	1000	.	12.41981	217.19922	212.34219	501
chr14	62760061	62761865	.	1000	.	10.09838	217.11362	212.25740	1203
chr13	13954082	13955273	.	1000	.	10.53744	216.76994	211.91508	339
chr12	100724327	100725588	.	1000	.	10.98860	216.68779	211.83334	819
chr7	105399575	105400751	.	1000	.	9.56596	216.09830	211.24654	524
chr3	19953867	19954354	.	1000	.	13.62222	215.79593	210.94565	233
chr12	83921368	83922283	.	1000	.	11.32947	215.51064	210.66167	685
chr10	30617972	30618658	.	1000	.	13.73753	215.34502	210.49695	508
chr13	119689950	119690990	.	1000	.	11.36478	215.25867	210.41104	251
chr3	38484254	38485242	.	1000	.	10.80431	215.06923	210.22220	768
